capture_index,commit,acquired_at_utc,acquired_at_local,source_time_local,source_fetched_at_utc,source_sha256,source_git_url,valid_votes_zweit,reported_precincts,total_precincts,AfD_votes,AfD_percent,BSW_votes,BSW_percent,CDU_votes,CDU_percent,Die Linke_votes,Die Linke_percent,GRÜNE_votes,GRÜNE_percent,SPD_votes,SPD_percent,frame_start,frame_count,movie_start_seconds,movie_duration_seconds,image,source_local_file
42,d6a148b842089702d9cd59ad72197e9f1a68addb,2026-09-06T19:33:32.886328+00:00,2026-09-06T21:33:32.886328+02:00,06.09.2026 21:20:49,2026-09-06T19:33:32.606752+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/d6a148b842089702d9cd59ad72197e9f1a68addb/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,628,3,25.12,0.12,frames/capture-042.png,
43,b476ea13e42e6dd68ed46dcebf9f2745119ab89a,2026-09-06T19:34:27.451501+00:00,2026-09-06T21:34:27.451501+02:00,06.09.2026 21:20:49,2026-09-06T19:34:27.181933+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/b476ea13e42e6dd68ed46dcebf9f2745119ab89a/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,631,13,25.24,0.52,frames/capture-043.png,
44,0e2e5d66d0fe8362450871411a591b063eb094dd,2026-09-06T19:38:16.194122+00:00,2026-09-06T21:38:16.194122+02:00,06.09.2026 21:20:49,2026-09-06T19:38:15.934361+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/0e2e5d66d0fe8362450871411a591b063eb094dd/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,644,18,25.76,0.72,frames/capture-044.png,
45,108115e239104e2ad12ffd173cf4d3e02ca4e948,2026-09-06T19:43:37.314858+00:00,2026-09-06T21:43:37.314858+02:00,06.09.2026 21:20:49,2026-09-06T19:43:37.040951+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/108115e239104e2ad12ffd173cf4d3e02ca4e948/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,662,18,26.48,0.72,frames/capture-045.png,
46,6683b147de36fb0887cd20f89dfd071863553fac,2026-09-06T19:49:11.441415+00:00,2026-09-06T21:49:11.441415+02:00,06.09.2026 21:20:49,2026-09-06T19:49:10.012598+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/6683b147de36fb0887cd20f89dfd071863553fac/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,680,18,27.2,0.72,frames/capture-046.png,
47,b38ec61a8b0bc8c19444c220749718290d03b7b5,2026-09-06T19:54:36.080535+00:00,2026-09-06T21:54:36.080535+02:00,06.09.2026 21:20:49,2026-09-06T19:54:35.866666+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/b38ec61a8b0bc8c19444c220749718290d03b7b5/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,698,19,27.92,0.76,frames/capture-047.png,
48,05743adfec2027558c8193bdd66ef886be7e2111,2026-09-06T20:00:13.432841+00:00,2026-09-06T22:00:13.432841+02:00,06.09.2026 21:20:49,2026-09-06T20:00:13.150554+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/05743adfec2027558c8193bdd66ef886be7e2111/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,717,21,28.68,0.84,frames/capture-048.png,
49,e91d1f5dd74691f625b5fb7cfd67fa79e34311d1,2026-09-06T20:06:23.019099+00:00,2026-09-06T22:06:23.019099+02:00,06.09.2026 21:20:49,2026-09-06T20:06:22.748225+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/e91d1f5dd74691f625b5fb7cfd67fa79e34311d1/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,738,16,29.52,0.64,frames/capture-049.png,
50,ba1fc517c286fae14ef9d1ae8b573aab69dc9d84,2026-09-06T20:11:13.043213+00:00,2026-09-06T22:11:13.043213+02:00,06.09.2026 21:56:58,2026-09-06T20:11:12.754402+00:00,4b7c7cebf4c3da17fd4798c9723774d6dbca606ceb4c28d61c77d74f4681d2e1,https://github.com/volzinnovation/wahl-monitor.de/blob/ba1fc517c286fae14ef9d1ae8b573aab69dc9d84/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1166211,2454,2660,525293,45.04270668000902,60466,5.1848250445245325,195172,16.73556500496051,97672,8.375156811245992,102813,8.815986129439699,104964,9.000429596359492,754,1,30.16,0.04,frames/capture-050.png,
51,254079cfbcad0eef7ee870c84ae954a1cb377b58,2026-09-06T20:11:45.873034+00:00,2026-09-06T22:11:45.873034+02:00,06.09.2026 21:56:58,2026-09-06T20:11:45.674066+00:00,4b7c7cebf4c3da17fd4798c9723774d6dbca606ceb4c28d61c77d74f4681d2e1,https://github.com/volzinnovation/wahl-monitor.de/blob/254079cfbcad0eef7ee870c84ae954a1cb377b58/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1166211,2454,2660,525293,45.04270668000902,60466,5.1848250445245325,195172,16.73556500496051,97672,8.375156811245992,102813,8.815986129439699,104964,9.000429596359492,755,33,30.2,1.32,frames/capture-051.png,
52,8bec73b7df1fa7281336414f93e8209f23497932,2026-09-06T20:21:35.898233+00:00,2026-09-06T22:21:35.898233+02:00,06.09.2026 21:56:58,2026-09-06T20:21:35.694592+00:00,4b7c7cebf4c3da17fd4798c9723774d6dbca606ceb4c28d61c77d74f4681d2e1,https://github.com/volzinnovation/wahl-monitor.de/blob/8bec73b7df1fa7281336414f93e8209f23497932/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1166211,2454,2660,525293,45.04270668000902,60466,5.1848250445245325,195172,16.73556500496051,97672,8.375156811245992,102813,8.815986129439699,104964,9.000429596359492,788,19,31.52,0.76,frames/capture-052.png,
53,1701369eb36f9ae3dc5f2d14771ca827fc6a8841,2026-09-06T20:27:22.888490+00:00,2026-09-06T22:27:22.888490+02:00,06.09.2026 22:16:47,2026-09-06T20:27:22.683176+00:00,705c44eb2fb531f7fd6fc47aee0e9e5f5fee427657d0e184fa20478ebfee5aed,https://github.com/volzinnovation/wahl-monitor.de/blob/1701369eb36f9ae3dc5f2d14771ca827fc6a8841/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1199365,2500,2660,537937,44.85181742005145,62312,5.19541590758443,201479,16.798806034860114,100756,8.400778745419451,106043,8.841595344202974,108623,9.056709175271914,807,21,32.28,0.84,frames/capture-053.png,
54,5b1254083eec780de1c02d5990127efb412a5dcd,2026-09-06T20:33:43.048543+00:00,2026-09-06T22:33:43.048543+02:00,06.09.2026 22:25:57,2026-09-06T20:33:42.749312+00:00,49b1dd82f8462099bc516da1ba760b3b5cc91916e7afba4a5566facd9b6c4733,https://github.com/volzinnovation/wahl-monitor.de/blob/5b1254083eec780de1c02d5990127efb412a5dcd/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1204156,2505,2660,539506,44.803663312726925,62603,5.198911104541272,202552,16.821076338946117,101167,8.401486186175212,106600,8.85267357385588,109175,9.06651629855268,828,19,33.12,0.76,frames/capture-054.png,
55,0f1514082ba57e0c5a57e55a3c908c5395ed9c50,2026-09-06T20:39:13.716529+00:00,2026-09-06T22:39:13.716529+02:00,06.09.2026 22:26:13,2026-09-06T20:39:13.467859+00:00,a507a17f5cbdd6f49afc35a41a2d8e86b59358e94f1a38e4c25566408024a707,https://github.com/volzinnovation/wahl-monitor.de/blob/0f1514082ba57e0c5a57e55a3c908c5395ed9c50/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1206399,2508,2660,540344,44.78982492525276,62775,5.203502323858027,203016,16.82826328602726,101347,8.400786141235196,106775,8.8507202011938,109427,9.070547969618675,847,13,33.88,0.52,frames/capture-055.png,
56,130d1659a292a7f5941f53e4abf9c216095ca4ca,2026-09-06T20:43:06.364684+00:00,2026-09-06T22:43:06.364684+02:00,06.09.2026 22:36:43,2026-09-06T20:43:06.162168+00:00,28500f91914b068e1101c3f84463b88ef6255b1ec87e81c8cf60d4cf7c110db8,https://github.com/volzinnovation/wahl-monitor.de/blob/130d1659a292a7f5941f53e4abf9c216095ca4ca/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1209844,2512,2660,541560,44.76279586459081,63036,5.210258512667749,203785,16.843907148359623,101595,8.397363627046131,107056,8.848744135607566,109816,9.07687272078053,860,5,34.4,0.2,frames/capture-056.png,
57,56a56a3f176057537914f8050630b42b588b245d,2026-09-06T20:44:40.986867+00:00,2026-09-06T22:44:40.986867+02:00,06.09.2026 22:36:43,2026-09-06T20:44:40.715678+00:00,28500f91914b068e1101c3f84463b88ef6255b1ec87e81c8cf60d4cf7c110db8,https://github.com/volzinnovation/wahl-monitor.de/blob/56a56a3f176057537914f8050630b42b588b245d/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1209844,2512,2660,541560,44.76279586459081,63036,5.210258512667749,203785,16.843907148359623,101595,8.397363627046131,107056,8.848744135607566,109816,9.07687272078053,865,18,34.6,0.72,frames/capture-057.png,
58,4c2543e68df2f3d92b3380232f466993b6c58edd,2026-09-06T20:50:14.343235+00:00,2026-09-06T22:50:14.343235+02:00,06.09.2026 22:44:32,2026-09-06T20:50:14.076234+00:00,9d50773cbbc95d6ef08a0d8ad950ab6773848057a7579aa0dbb304a90ba9b52f,https://github.com/volzinnovation/wahl-monitor.de/blob/4c2543e68df2f3d92b3380232f466993b6c58edd/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1213788,2517,2660,542897,44.727497717888134,63303,5.215325905347557,204639,16.859533954858673,101982,8.401961462792514,107396,8.848003110922171,110279,9.085523995953166,883,4,35.32,0.16,frames/capture-058.png,
59,deea9d6e6592295d7ecc229a29e32713d2b6e271,2026-09-06T20:51:22.090964+00:00,2026-09-06T22:51:22.090964+02:00,06.09.2026 22:44:32,2026-09-06T20:51:21.886485+00:00,9d50773cbbc95d6ef08a0d8ad950ab6773848057a7579aa0dbb304a90ba9b52f,https://github.com/volzinnovation/wahl-monitor.de/blob/deea9d6e6592295d7ecc229a29e32713d2b6e271/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1213788,2517,2660,542897,44.727497717888134,63303,5.215325905347557,204639,16.859533954858673,101982,8.401961462792514,107396,8.848003110922171,110279,9.085523995953166,887,14,35.48,0.56,frames/capture-059.png,
60,dabef6e6806d6f4fe0b8399dc468030b204d7c00,2026-09-06T20:55:40.135282+00:00,2026-09-06T22:55:40.135282+02:00,06.09.2026 22:46:26,2026-09-06T20:55:39.859355+00:00,4a4339fdb2c147988f64a0f152a441a9cdbbe87df47ac4e715707324e2be18fb,https://github.com/volzinnovation/wahl-monitor.de/blob/dabef6e6806d6f4fe0b8399dc468030b204d7c00/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1214698,2519,2660,543124,44.712677554420935,63357,5.215864354761431,204858,16.86493268285615,102073,8.403158645194114,107502,8.85010101276202,110405,9.089090457051876,901,19,36.04,0.76,frames/capture-060.png,
61,5f4bd0f68143b10399963391191ad7ae267bae10,2026-09-06T21:01:14.584325+00:00,2026-09-06T23:01:14.584325+02:00,06.09.2026 22:51:53,2026-09-06T21:01:14.343345+00:00,8e322753dd615396e66062671507eb9c5c3c5ce1ebe1b0204e1aa6a92d9f8f92,https://github.com/volzinnovation/wahl-monitor.de/blob/5f4bd0f68143b10399963391191ad7ae267bae10/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1214695,2519,2660,543123,44.71270565862212,63355,5.2157125862870926,204858,16.86497433512116,102073,8.403179398943768,107502,8.85012287035017,110405,9.089112904885589,920,18,36.8,0.72,frames/capture-061.png,
62,a1c7e700b3460b2f645a202bec71323ea96844e4,2026-09-06T21:06:40.988317+00:00,2026-09-06T23:06:40.988317+02:00,06.09.2026 22:51:53,2026-09-06T21:06:40.716375+00:00,8e322753dd615396e66062671507eb9c5c3c5ce1ebe1b0204e1aa6a92d9f8f92,https://github.com/volzinnovation/wahl-monitor.de/blob/a1c7e700b3460b2f645a202bec71323ea96844e4/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1214695,2519,2660,543123,44.71270565862212,63355,5.2157125862870926,204858,16.86497433512116,102073,8.403179398943768,107502,8.85012287035017,110405,9.089112904885589,938,8,37.52,0.32,frames/capture-062.png,
63,2a8c9ef84d31b27b1fad14eb55d7562098b4f8a9,2026-09-06T21:09:11.147355+00:00,2026-09-06T23:09:11.147355+02:00,06.09.2026 23:00:24,2026-09-06T21:09:10.944138+00:00,c19521b20d2200812d7ffead262d4a7eb661a7848055e5837a1151dc28e9fe9c,https://github.com/volzinnovation/wahl-monitor.de/blob/2a8c9ef84d31b27b1fad14eb55d7562098b4f8a9/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1217450,2524,2660,543985,44.68232781633743,63567,5.22132325762865,205426,16.873465029364656,102361,8.407819622982464,107798,8.854408805289745,110690,9.091954495051132,946,11,37.84,0.44,frames/capture-063.png,
64,ee0357a34aa02dc23caf3e3042074b662334a803,2026-09-06T21:12:16.198457+00:00,2026-09-06T23:12:16.198457+02:00,06.09.2026 23:01:01,2026-09-06T21:12:15.286845+00:00,8c9ff923f1130169fe410b275dd2831aa5548a823de971e6f5b8576ffb71ca82,https://github.com/volzinnovation/wahl-monitor.de/blob/ee0357a34aa02dc23caf3e3042074b662334a803/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1221658,2529,2660,544993,44.61093039132065,63715,5.21545309734803,205994,16.861838583302365,102913,8.424043390212319,108934,8.916898182633766,111262,9.107458879653716,957,2,38.28,0.08,frames/capture-064.png,
65,b78e2cc3c894434c2801349bbabdfd09a9b8eb97,2026-09-06T21:12:53.786744+00:00,2026-09-06T23:12:53.786744+02:00,06.09.2026 23:01:01,2026-09-06T21:12:53.586917+00:00,8c9ff923f1130169fe410b275dd2831aa5548a823de971e6f5b8576ffb71ca82,https://github.com/volzinnovation/wahl-monitor.de/blob/b78e2cc3c894434c2801349bbabdfd09a9b8eb97/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1221658,2529,2660,544993,44.61093039132065,63715,5.21545309734803,205994,16.861838583302365,102913,8.424043390212319,108934,8.916898182633766,111262,9.107458879653716,959,16,38.36,0.64,frames/capture-065.png,
66,56132b3cf87a81596216d0eecc1f6287ec86ef31,2026-09-06T21:17:45.749638+00:00,2026-09-06T23:17:45.749638+02:00,06.09.2026 23:01:01,2026-09-06T21:17:45.380610+00:00,6ee6b4f4787a841520d1b1ffdc13221c97e26c597c1befb6d61483eec3d99940,https://github.com/volzinnovation/wahl-monitor.de/blob/56132b3cf87a81596216d0eecc1f6287ec86ef31/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1222619,2531,2660,545275,44.59893065623878,63777,5.216424740659192,206245,16.869114581075543,103017,8.425928273648617,109026,8.917414173998605,111377,9.109706294438414,975,1,39.0,0.04,frames/capture-066.png,
67,30d9a6a7ba3a57a455734797101c0a39863f3818,2026-09-06T21:18:14.174156+00:00,2026-09-06T23:18:14.174156+02:00,06.09.2026 23:01:01,2026-09-06T21:18:13.974741+00:00,6ee6b4f4787a841520d1b1ffdc13221c97e26c597c1befb6d61483eec3d99940,https://github.com/volzinnovation/wahl-monitor.de/blob/30d9a6a7ba3a57a455734797101c0a39863f3818/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1222619,2531,2660,545275,44.59893065623878,63777,5.216424740659192,206245,16.869114581075543,103017,8.425928273648617,109026,8.917414173998605,111377,9.109706294438414,976,17,39.04,0.68,frames/capture-067.png,
68,2efaca4f36be8cc1ba5169a52095234ad9d39ca2,2026-09-06T21:23:12.379101+00:00,2026-09-06T23:23:12.379101+02:00,06.09.2026 23:01:01,2026-09-06T21:23:12.170276+00:00,6ee6b4f4787a841520d1b1ffdc13221c97e26c597c1befb6d61483eec3d99940,https://github.com/volzinnovation/wahl-monitor.de/blob/2efaca4f36be8cc1ba5169a52095234ad9d39ca2/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1222619,2531,2660,545275,44.59893065623878,63777,5.216424740659192,206245,16.869114581075543,103017,8.425928273648617,109026,8.917414173998605,111377,9.109706294438414,993,18,39.72,0.72,frames/capture-068.png,
69,87a29ec4db94fdd4f4de220a10af10ffd3102953,2026-09-06T21:28:41.892434+00:00,2026-09-06T23:28:41.892434+02:00,06.09.2026 23:01:01,2026-09-06T21:28:41.620836+00:00,6ee6b4f4787a841520d1b1ffdc13221c97e26c597c1befb6d61483eec3d99940,https://github.com/volzinnovation/wahl-monitor.de/blob/87a29ec4db94fdd4f4de220a10af10ffd3102953/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1222619,2531,2660,545275,44.59893065623878,63777,5.216424740659192,206245,16.869114581075543,103017,8.425928273648617,109026,8.917414173998605,111377,9.109706294438414,1011,18,40.44,0.72,frames/capture-069.png,
70,b97d31bebffd928e52e25fbd04ffcc7e25b44020,2026-09-06T21:34:07.696160+00:00,2026-09-06T23:34:07.696160+02:00,06.09.2026 23:01:01,2026-09-06T21:34:07.426850+00:00,6ee6b4f4787a841520d1b1ffdc13221c97e26c597c1befb6d61483eec3d99940,https://github.com/volzinnovation/wahl-monitor.de/blob/b97d31bebffd928e52e25fbd04ffcc7e25b44020/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1222619,2531,2660,545275,44.59893065623878,63777,5.216424740659192,206245,16.869114581075543,103017,8.425928273648617,109026,8.917414173998605,111377,9.109706294438414,1029,15,41.16,0.6,frames/capture-070.png,
71,4920eb3cd3175bd678ea09e327a2a1156a12e86a,2026-09-06T21:38:32.366534+00:00,2026-09-06T23:38:32.366534+02:00,06.09.2026 23:16:48,2026-09-06T21:38:32.094277+00:00,eb763c0739d4b61ae9c5f03350fe1158b158a4e2d9daf9101e91eaf5f59b4f5b,https://github.com/volzinnovation/wahl-monitor.de/blob/4920eb3cd3175bd678ea09e327a2a1156a12e86a/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1248282,2577,2660,554351,44.40911588887767,65268,5.228626223882103,211388,16.93431452187887,105760,8.472444527758952,111256,8.91272965563871,114512,9.173568152068203,1044,3,41.76,0.12,frames/capture-071.png,
72,984724e019225e48d65b860f867041f53cccacec,2026-09-06T21:39:35.447064+00:00,2026-09-06T23:39:35.447064+02:00,06.09.2026 23:16:48,2026-09-06T21:39:35.237046+00:00,eb763c0739d4b61ae9c5f03350fe1158b158a4e2d9daf9101e91eaf5f59b4f5b,https://github.com/volzinnovation/wahl-monitor.de/blob/984724e019225e48d65b860f867041f53cccacec/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1248282,2577,2660,554351,44.40911588887767,65268,5.228626223882103,211388,16.93431452187887,105760,8.472444527758952,111256,8.91272965563871,114512,9.173568152068203,1047,19,41.88,0.76,frames/capture-072.png,
73,22b50c3a50ef24cc5b359b52b9827daad3a65e9c,2026-09-06T21:45:11.320799+00:00,2026-09-06T23:45:11.320799+02:00,06.09.2026 23:39:37,2026-09-06T21:45:11.049579+00:00,7ec7426844595486881e91a53c966a5114dc06f42bcd56d3aeb6b342cd565c62,https://github.com/volzinnovation/wahl-monitor.de/blob/22b50c3a50ef24cc5b359b52b9827daad3a65e9c/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1256232,2585,2660,556494,44.298664577880515,65798,5.23772678931917,213499,16.995188786784606,106595,8.485295709709671,111940,8.910774442937292,115551,9.198221347649161,1066,18,42.64,0.72,frames/capture-073.png,
74,c1b83b22c5edaef8f72537b33e662882fd5eda38,2026-09-06T21:50:42.996872+00:00,2026-09-06T23:50:42.996872+02:00,06.09.2026 23:42:22,2026-09-06T21:50:42.763758+00:00,4f40de2529d8809dd570daab4d7df0c83f130fb17cff8516d07ed92a60fa6912,https://github.com/volzinnovation/wahl-monitor.de/blob/c1b83b22c5edaef8f72537b33e662882fd5eda38/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1258378,2590,2660,557132,44.27381915449889,65936,5.239761025701339,214113,17.01499867289479,106825,8.48910263847588,112046,8.904001818213604,115781,9.200812474471105,1084,18,43.36,0.72,frames/capture-074.png,
75,4df0c5db1901da59dcf29fe843aa883797baf9aa,2026-09-06T21:56:06.793979+00:00,2026-09-06T23:56:06.793979+02:00,06.09.2026 23:42:22,2026-09-06T21:56:06.526557+00:00,4f40de2529d8809dd570daab4d7df0c83f130fb17cff8516d07ed92a60fa6912,https://github.com/volzinnovation/wahl-monitor.de/blob/4df0c5db1901da59dcf29fe843aa883797baf9aa/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1258378,2590,2660,557132,44.27381915449889,65936,5.239761025701339,214113,17.01499867289479,106825,8.48910263847588,112046,8.904001818213604,115781,9.200812474471105,1102,14,44.08,0.56,frames/capture-075.png,
76,034045f3d0f71c47aebf3daea47f3d33b136de5c,2026-09-06T22:00:20.311232+00:00,2026-09-07T00:00:20.311232+02:00,06.09.2026 23:47:08,2026-09-06T22:00:20.104153+00:00,4c72b49c1f467b914ff6916a577ce2660d1b611f1e4119ab5358e78d7b30e138,https://github.com/volzinnovation/wahl-monitor.de/blob/034045f3d0f71c47aebf3daea47f3d33b136de5c/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1268772,2614,2660,561832,44.2815572853121,66444,5.23687471034985,215891,17.015744357536263,107770,8.494039906303103,112873,8.896239828747797,116679,9.196214922775724,1116,5,44.64,0.2,frames/capture-076.png,
77,be9c262ce1cbd1a412094deac2840ff06dc034e6,2026-09-06T22:01:45.885544+00:00,2026-09-07T00:01:45.885544+02:00,06.09.2026 23:47:08,2026-09-06T22:01:45.601371+00:00,4c72b49c1f467b914ff6916a577ce2660d1b611f1e4119ab5358e78d7b30e138,https://github.com/volzinnovation/wahl-monitor.de/blob/be9c262ce1cbd1a412094deac2840ff06dc034e6/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1268772,2614,2660,561832,44.2815572853121,66444,5.23687471034985,215891,17.015744357536263,107770,8.494039906303103,112873,8.896239828747797,116679,9.196214922775724,1121,18,44.84,0.72,frames/capture-077.png,
78,73b20ed389d90cdd9fc49cb129b8edc45e73e2b8,2026-09-06T22:07:10.420342+00:00,2026-09-07T00:07:10.420342+02:00,06.09.2026 23:53:20,2026-09-06T22:07:10.141423+00:00,0cdd03f4c5f902adffa02e248e1ff69c21375d0dff2dd87c8e274158ddf947d8,https://github.com/volzinnovation/wahl-monitor.de/blob/73b20ed389d90cdd9fc49cb129b8edc45e73e2b8/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1271345,2617,2660,562614,44.25344811990451,66608,5.239175833467706,216587,17.036052369734414,108007,8.495490995756462,113038,8.891213635952475,116961,9.199784480215834,1139,18,45.56,0.72,frames/capture-078.png,
79,f3399322b2dbf01a95f3341a2a31760f34541f15,2026-09-06T22:12:41.947578+00:00,2026-09-07T00:12:41.947578+02:00,06.09.2026 23:53:20,2026-09-06T22:12:41.297618+00:00,1a7d1dfa199828491a3fcef71e2685650c0a4f8277d33208921ddee2f2a10c10,https://github.com/volzinnovation/wahl-monitor.de/blob/f3399322b2dbf01a95f3341a2a31760f34541f15/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1273237,2619,2660,563336,44.24439440575478,66725,5.240579719251011,217011,17.04403814843584,108163,8.495119133358518,113162,8.887740459945793,117162,9.20190035319426,1157,19,46.28,0.76,frames/capture-079.png,
80,82b745143ae58288ad021a5f17a786d53eece813,2026-09-06T22:18:14.070833+00:00,2026-09-07T00:18:14.070833+02:00,06.09.2026 23:53:20,2026-09-06T22:18:13.796407+00:00,1a7d1dfa199828491a3fcef71e2685650c0a4f8277d33208921ddee2f2a10c10,https://github.com/volzinnovation/wahl-monitor.de/blob/82b745143ae58288ad021a5f17a786d53eece813/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1273237,2619,2660,563336,44.24439440575478,66725,5.240579719251011,217011,17.04403814843584,108163,8.495119133358518,113162,8.887740459945793,117162,9.20190035319426,1176,18,47.04,0.72,frames/capture-080.png,
81,305df69296afee6657b419df62f861403fd4370e,2026-09-06T22:23:44.184698+00:00,2026-09-07T00:23:44.184698+02:00,06.09.2026 23:53:20,2026-09-06T22:23:43.910173+00:00,7de58463d58c50b38c184c73b1766b8ac381619493f6b39ba42feedfe3278235,https://github.com/volzinnovation/wahl-monitor.de/blob/305df69296afee6657b419df62f861403fd4370e/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1273237,2619,2660,563336,44.24439440575478,66725,5.240579719251011,217011,17.04403814843584,108163,8.495119133358518,113162,8.887740459945793,117162,9.20190035319426,1194,18,47.76,0.72,frames/capture-081.png,
82,15d61af750d18344385c3082fc57643b64212bc0,2026-09-06T22:29:09.751905+00:00,2026-09-07T00:29:09.751905+02:00,07.09.2026 00:20:46,2026-09-06T22:29:09.466110+00:00,42365f9a3b1c185d8593f32004d3abf847f3353044475ae81e7f64c1c75092a1,https://github.com/volzinnovation/wahl-monitor.de/blob/15d61af750d18344385c3082fc57643b64212bc0/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1275512,2622,2660,564017,44.21887053983028,66846,5.240719021067618,217448,17.047899196557932,108393,8.497999234817078,113461,8.895329875375536,117463,9.209086233606584,1212,19,48.48,0.76,frames/capture-082.png,
