ags,municipality_name,source,fragment_count,wahlkreis_count,wahlkreis_ids
13503035,Gillenbeuren,official-state-portal-2021-tree,1,1,215
13503048,Kliding,official-state-portal-2021-tree,1,1,215
13503057,Lutzerath,official-state-portal-2021-tree,1,1,215
13503078,Schmitt,official-state-portal-2021-tree,1,1,215
13503083,Ulmen,official-state-portal-2021-tree,1,1,215
13503085,Urschmitt,official-state-portal-2021-tree,1,1,215
13503087,Wagenhausen,official-state-portal-2021-tree,1,1,215
13503089,Weiler,official-state-portal-2021-tree,1,1,215
13503091,Wollmerath,official-state-portal-2021-tree,1,1,215
13503501,Bad Bertrich,official-state-portal-2021-tree,1,1,215
13505001,Alf,official-state-portal-2021-tree,1,1,215
13505003,Altlay,official-state-portal-2021-tree,1,1,215
13505004,Altstrimmig,official-state-portal-2021-tree,1,1,215
13505010,Blankenrath,official-state-portal-2021-tree,1,1,215
13505013,Briedel,official-state-portal-2021-tree,1,1,215
13505019,Bullay,official-state-portal-2021-tree,1,1,215
13505032,Forst (Hunsrück),official-state-portal-2021-tree,1,1,215
13505037,Grenderich,official-state-portal-2021-tree,1,1,215
13505039,Haserich,official-state-portal-2021-tree,1,1,215
13505041,Hesweiler,official-state-portal-2021-tree,1,1,215
13505054,Liesenich,official-state-portal-2021-tree,1,1,215
13505061,Mittelstrimmig,official-state-portal-2021-tree,1,1,215
13505064,Moritzheim,official-state-portal-2021-tree,1,1,215
13505068,Neef,official-state-portal-2021-tree,1,1,215
13505070,Panzweiler,official-state-portal-2021-tree,1,1,215
13505071,Peterswald-Löffelscheid,official-state-portal-2021-tree,1,1,215
13505073,Pünderich,official-state-portal-2021-tree,1,1,215
13505074,Reidenhausen,official-state-portal-2021-tree,1,1,215
13505076,Sankt Aldegund,official-state-portal-2021-tree,1,1,215
13505077,Schauren,official-state-portal-2021-tree,1,1,215
13505080,Sosberg,official-state-portal-2021-tree,1,1,215
13505081,Tellig,official-state-portal-2021-tree,1,1,215
13505088,Walhausen,official-state-portal-2021-tree,1,1,215
13505092,Zell (Mosel),official-state-portal-2021-tree,1,1,215
13700003,Andernach,official-state-portal-2021-tree,5,1,111
13700068,Mayen,official-state-portal-2021-tree,5,1,112
13700203,Bendorf,official-state-portal-2021-tree,4,1,110
13701056,Kretz,official-state-portal-2021-tree,1,1,111
13701057,Kruft,official-state-portal-2021-tree,1,1,111
13701081,Nickenich,official-state-portal-2021-tree,1,1,111
13701088,Plaidt,official-state-portal-2021-tree,1,1,111
13701096,Saffig,official-state-portal-2021-tree,1,1,111
13702023,Einig,official-state-portal-2021-tree,1,1,112
13702027,Gappenach,official-state-portal-2021-tree,1,1,112
13702029,Gering,official-state-portal-2021-tree,1,1,112
13702030,Gierschnach,official-state-portal-2021-tree,1,1,112
13702041,Kalt,official-state-portal-2021-tree,1,1,112
13702048,Kerben,official-state-portal-2021-tree,1,1,112
13702053,Kollig,official-state-portal-2021-tree,1,1,112
13702065,Lonnig,official-state-portal-2021-tree,1,1,112
13702070,Mertloch,official-state-portal-2021-tree,1,1,112
13702080,Naunheim,official-state-portal-2021-tree,1,1,112
13702086,Ochtendung,official-state-portal-2021-tree,1,1,112
13702087,Pillig,official-state-portal-2021-tree,1,1,112
13702089,Polch,official-state-portal-2021-tree,1,1,112
13702095,Rüber,official-state-portal-2021-tree,1,1,112
13702102,Trimbs,official-state-portal-2021-tree,1,1,112
13702112,Welling,official-state-portal-2021-tree,1,1,112
13702114,Wierschem,official-state-portal-2021-tree,1,1,112
13702501,Münstermaifeld,official-state-portal-2021-tree,1,1,112
13703001,Acht,official-state-portal-2021-tree,1,1,112
13703004,Anschau,official-state-portal-2021-tree,1,1,112
13703006,Arft,official-state-portal-2021-tree,1,1,112
13703007,Baar,official-state-portal-2021-tree,1,1,112
13703011,Bermel,official-state-portal-2021-tree,1,1,112
13703014,Boos,official-state-portal-2021-tree,1,1,112
13703019,Ditscheid,official-state-portal-2021-tree,1,1,112
13703025,Ettringen,official-state-portal-2021-tree,1,1,112
13703034,Hausten,official-state-portal-2021-tree,1,1,112
13703035,Herresbach,official-state-portal-2021-tree,1,1,112
13703036,Hirten,official-state-portal-2021-tree,1,1,112
13703043,Kehrig,official-state-portal-2021-tree,1,1,112
13703049,Kirchwald,official-state-portal-2021-tree,1,1,112
13703055,Kottenheim,official-state-portal-2021-tree,1,1,112
13703060,Langenfeld,official-state-portal-2021-tree,1,1,112
13703061,Langscheid,official-state-portal-2021-tree,1,1,112
13703063,Lind,official-state-portal-2021-tree,1,1,112
13703066,Luxem,official-state-portal-2021-tree,1,1,112
13703074,Monreal,official-state-portal-2021-tree,1,1,112
13703077,Münk,official-state-portal-2021-tree,1,1,112
13703079,Nachtsheim,official-state-portal-2021-tree,1,1,112
13703092,Reudelsterz,official-state-portal-2021-tree,1,1,112
13703097,Sankt Johann,official-state-portal-2021-tree,1,1,112
13703099,Siebenbach,official-state-portal-2021-tree,1,1,112
13703105,Virneburg,official-state-portal-2021-tree,1,1,112
13703110,Weiler,official-state-portal-2021-tree,1,1,112
13703113,Welschenbach,official-state-portal-2021-tree,1,1,112
13704008,Bell,official-state-portal-2021-tree,1,1,111
13704069,Mendig,official-state-portal-2021-tree,1,1,111
13704093,Rieden,official-state-portal-2021-tree,1,1,111
13704101,Thür,official-state-portal-2021-tree,1,1,111
13704106,Volkesfeld,official-state-portal-2021-tree,1,1,111
13707218,Niederwerth,official-state-portal-2021-tree,1,1,110
13707224,Urbar,official-state-portal-2021-tree,1,1,110
13707226,Vallendar,official-state-portal-2021-tree,1,1,110
13707229,Weitersburg,official-state-portal-2021-tree,1,1,110
13708202,Bassenheim,official-state-portal-2021-tree,1,1,110
13708209,Kaltenengers,official-state-portal-2021-tree,1,1,110
13708211,Kettig,official-state-portal-2021-tree,1,1,110
13708216,Mülheim-Kärlich,official-state-portal-2021-tree,1,1,110
13708222,Sankt Sebastian,official-state-portal-2021-tree,1,1,110
13708225,Urmitz,official-state-portal-2021-tree,1,1,110
13708228,Weißenthurm,official-state-portal-2021-tree,1,1,110
13709201,Alken,official-state-portal-2021-tree,1,1,112
13709204,Brey,official-state-portal-2021-tree,1,1,112
13709205,Brodenbach,official-state-portal-2021-tree,1,1,112
13709206,Burgen,official-state-portal-2021-tree,1,1,112
13709207,Dieblich,official-state-portal-2021-tree,1,1,112
13709208,Hatzenport,official-state-portal-2021-tree,1,1,112
13709212,Kobern-Gondorf,official-state-portal-2021-tree,1,1,112
13709214,Löf,official-state-portal-2021-tree,1,1,112
13709215,Macken,official-state-portal-2021-tree,1,1,112
13709217,Niederfell,official-state-portal-2021-tree,1,1,112
13709219,Nörtershausen,official-state-portal-2021-tree,1,1,112
13709220,Oberfell,official-state-portal-2021-tree,1,1,112
13709221,Rhens,official-state-portal-2021-tree,1,1,112
13709223,Spay,official-state-portal-2021-tree,1,1,112
13709227,Waldesch,official-state-portal-2021-tree,1,1,112
13709230,Winningen,official-state-portal-2021-tree,1,1,112
13709231,Wolken,official-state-portal-2021-tree,1,1,112
13709504,Lehmen,official-state-portal-2021-tree,1,1,112
13800045,Neuwied,official-state-portal-2021-tree,14,1,104
13801003,Asbach,official-state-portal-2021-tree,1,1,103
13801044,Neustadt (Wied),official-state-portal-2021-tree,1,1,103
13801077,Windhagen,official-state-portal-2021-tree,1,1,103
13801080,Buchholz (Westerwald),official-state-portal-2021-tree,1,1,103
13802004,Bad Hönningen,official-state-portal-2021-tree,1,1,103
13802024,Hammerstein,official-state-portal-2021-tree,1,1,103
13802038,Leutesdorf,official-state-portal-2021-tree,1,1,103
13802063,Rheinbrohl,official-state-portal-2021-tree,1,1,103
13803012,Dierdorf,official-state-portal-2021-tree,1,1,104
13803023,Großmaischeid,official-state-portal-2021-tree,1,1,104
13803031,Isenburg,official-state-portal-2021-tree,1,1,104
13803034,Kleinmaischeid,official-state-portal-2021-tree,1,1,104
13803069,Stebach,official-state-portal-2021-tree,1,1,104
13803201,Marienhausen,official-state-portal-2021-tree,1,1,104
13804009,Dattenberg,official-state-portal-2021-tree,1,1,103
13804037,Leubsdorf,official-state-portal-2021-tree,1,1,103
13804041,Linz am Rhein,official-state-portal-2021-tree,1,1,103
13804055,Ockenfels,official-state-portal-2021-tree,1,1,103
13804068,Sankt Katharinen,official-state-portal-2021-tree,1,1,103
13804075,Vettelschoß,official-state-portal-2021-tree,1,1,103
13804501,Kasbach-Ohlenberg,official-state-portal-2021-tree,1,1,103
13805011,Dernbach,official-state-portal-2021-tree,1,1,104
13805013,Döttesfeld,official-state-portal-2021-tree,1,1,104
13805014,Dürrholz,official-state-portal-2021-tree,1,1,104
13805025,Hanroth,official-state-portal-2021-tree,1,1,104
13805027,Harschbach,official-state-portal-2021-tree,1,1,104
13805040,Linkenbach,official-state-portal-2021-tree,1,1,104
13805048,Niederhofen,official-state-portal-2021-tree,1,1,104
13805050,Niederwambach,official-state-portal-2021-tree,1,1,104
13805052,Oberdreis,official-state-portal-2021-tree,1,1,104
13805057,Puderbach,official-state-portal-2021-tree,1,1,104
13805058,Ratzert,official-state-portal-2021-tree,1,1,104
13805059,Raubach,official-state-portal-2021-tree,1,1,104
13805064,Rodenbach bei Puderbach,official-state-portal-2021-tree,1,1,104
13805070,Steimel,official-state-portal-2021-tree,1,1,104
13805074,Urbach,official-state-portal-2021-tree,1,1,104
13805078,Woldert,official-state-portal-2021-tree,1,1,104
13807008,Bruchhausen,official-state-portal-2021-tree,1,1,103
13807019,Erpel,official-state-portal-2021-tree,1,1,103
13807062,Rheinbreitbach,official-state-portal-2021-tree,1,1,103
13807073,Unkel,official-state-portal-2021-tree,1,1,103
13809002,Anhausen,official-state-portal-2021-tree,1,1,103
13809005,Bonefeld,official-state-portal-2021-tree,1,1,103
13809006,Breitscheid,official-state-portal-2021-tree,1,1,103
13809007,Hausen (Wied),official-state-portal-2021-tree,1,1,103
13809010,Datzeroth,official-state-portal-2021-tree,1,1,103
13809015,Ehlscheid,official-state-portal-2021-tree,1,1,103
13809026,Hardert,official-state-portal-2021-tree,1,1,103
13809030,Hümmerich,official-state-portal-2021-tree,1,1,103
13809036,Kurtscheid,official-state-portal-2021-tree,1,1,103
13809042,Meinborn,official-state-portal-2021-tree,1,1,103
13809043,Melsbach,official-state-portal-2021-tree,1,1,103
13809047,Niederbreitbach,official-state-portal-2021-tree,1,1,103
13809053,Oberhonnefeld-Gierend,official-state-portal-2021-tree,1,1,103
13809054,Oberraden,official-state-portal-2021-tree,1,1,103
13809061,Rengsdorf,official-state-portal-2021-tree,1,1,103
13809065,Roßbach,official-state-portal-2021-tree,1,1,103
13809066,Rüscheid,official-state-portal-2021-tree,1,1,103
13809071,Straßenhaus,official-state-portal-2021-tree,1,1,103
13809072,Thalhausen,official-state-portal-2021-tree,1,1,103
13809076,Waldbreitbach,official-state-portal-2021-tree,1,1,103
14000501,Boppard,official-state-portal-2021-tree,10,1,216
14003001,Alterkülz,official-state-portal-2021-tree,1,1,216
14003009,Bell (Hunsrück),official-state-portal-2021-tree,1,1,216
14003010,Beltheim,official-state-portal-2021-tree,1,1,216
14003018,Braunshorn,official-state-portal-2021-tree,1,1,216
14003021,Buch,official-state-portal-2021-tree,1,1,216
14003042,Gödenroth,official-state-portal-2021-tree,1,1,216
14003046,Hasselbach,official-state-portal-2021-tree,1,1,216
14003055,Hollnich,official-state-portal-2021-tree,1,1,216
14003064,Kastellaun,official-state-portal-2021-tree,1,1,216
14003073,Korweiler,official-state-portal-2021-tree,1,1,216
14003095,Michelbach,official-state-portal-2021-tree,1,1,216
14003131,Roth,official-state-portal-2021-tree,1,1,216
14003147,Spesenroth,official-state-portal-2021-tree,1,1,216
14003153,Uhler,official-state-portal-2021-tree,1,1,216
14003202,Dommershausen,official-state-portal-2021-tree,1,1,216
14003204,Mastershausen,official-state-portal-2021-tree,1,1,216
14003502,Lahr,official-state-portal-2021-tree,1,1,216
14003503,Mörsdorf,official-state-portal-2021-tree,1,1,216
14003504,Zilshausen,official-state-portal-2021-tree,1,1,216
14004006,Bärenbach,official-state-portal-2021-tree,1,1,223
14004007,Belg,official-state-portal-2021-tree,1,1,223
14004024,Büchenbeuren,official-state-portal-2021-tree,1,1,223
14004028,Dickenschied,official-state-portal-2021-tree,1,1,223
14004029,Dill,official-state-portal-2021-tree,1,1,223
14004030,Dillendorf,official-state-portal-2021-tree,1,1,223
14004040,Gehlweiler,official-state-portal-2021-tree,1,1,223
14004041,Gemünden,official-state-portal-2021-tree,1,1,223
14004044,Hahn,official-state-portal-2021-tree,1,1,223
14004048,Hecken,official-state-portal-2021-tree,1,1,223
14004049,Heinzenbach,official-state-portal-2021-tree,1,1,223
14004050,Henau,official-state-portal-2021-tree,1,1,223
14004053,Hirschfeld (Hunsrück),official-state-portal-2021-tree,1,1,223
14004062,Kappel,official-state-portal-2021-tree,1,1,223
14004067,Kirchberg (Hunsrück),official-state-portal-2021-tree,1,1,223
14004071,Kludenbach,official-state-portal-2021-tree,1,1,223
14004081,Laufersweiler,official-state-portal-2021-tree,1,1,223
14004082,Lautzenhausen,official-state-portal-2021-tree,1,1,223
14004086,Lindenschied,official-state-portal-2021-tree,1,1,223
14004090,Maitzborn,official-state-portal-2021-tree,1,1,223
14004094,Metzenhausen,official-state-portal-2021-tree,1,1,223
14004105,Nieder Kostenz,official-state-portal-2021-tree,1,1,223
14004107,Niedersohren,official-state-portal-2021-tree,1,1,223
14004109,Niederweiler,official-state-portal-2021-tree,1,1,223
14004111,Ober Kostenz,official-state-portal-2021-tree,1,1,223
14004120,Raversbeuren,official-state-portal-2021-tree,1,1,223
14004122,Reckershausen,official-state-portal-2021-tree,1,1,223
14004128,Rödelhausen,official-state-portal-2021-tree,1,1,223
14004129,Rödern,official-state-portal-2021-tree,1,1,223
14004130,Rohrbach,official-state-portal-2021-tree,1,1,223
14004135,Schlierschied,official-state-portal-2021-tree,1,1,223
14004141,Schwarzen,official-state-portal-2021-tree,1,1,223
14004145,Sohren,official-state-portal-2021-tree,1,1,223
14004146,Sohrschied,official-state-portal-2021-tree,1,1,223
14004151,Todenroth,official-state-portal-2021-tree,1,1,223
14004154,Unzenberg,official-state-portal-2021-tree,1,1,223
14004159,Wahlenau,official-state-portal-2021-tree,1,1,223
14004163,Womrath,official-state-portal-2021-tree,1,1,223
14004164,Woppenroth,official-state-portal-2021-tree,1,1,223
14004165,Würrich,official-state-portal-2021-tree,1,1,223
14008002,Altweidelbach,official-state-portal-2021-tree,1,1,216
14008003,Argenthal,official-state-portal-2021-tree,1,1,216
14008008,Belgweiler,official-state-portal-2021-tree,1,1,216
14008011,Benzweiler,official-state-portal-2021-tree,1,1,216
14008012,Bergenhausen,official-state-portal-2021-tree,1,1,216
14008015,Biebern,official-state-portal-2021-tree,1,1,216
14008020,Bubach,official-state-portal-2021-tree,1,1,216
14008023,Budenbach,official-state-portal-2021-tree,1,1,216
14008027,Dichtelbach,official-state-portal-2021-tree,1,1,216
14008035,Ellern (Hunsrück),official-state-portal-2021-tree,1,1,216
14008037,Erbach,official-state-portal-2021-tree,1,1,216
14008039,Fronhofen,official-state-portal-2021-tree,1,1,216
14008056,Holzbach,official-state-portal-2021-tree,1,1,216
14008058,Horn,official-state-portal-2021-tree,1,1,216
14008065,Keidelheim,official-state-portal-2021-tree,1,1,216
14008068,Kisselbach,official-state-portal-2021-tree,1,1,216
14008070,Klosterkumbd,official-state-portal-2021-tree,1,1,216
14008076,Külz (Hunsrück),official-state-portal-2021-tree,1,1,216
14008077,Kümbdchen,official-state-portal-2021-tree,1,1,216
14008079,Laubach,official-state-portal-2021-tree,1,1,216
14008085,Liebshausen,official-state-portal-2021-tree,1,1,216
14008092,Mengerschied,official-state-portal-2021-tree,1,1,216
14008096,Mörschbach,official-state-portal-2021-tree,1,1,216
14008099,Mutterschied,official-state-portal-2021-tree,1,1,216
14008100,Nannhausen,official-state-portal-2021-tree,1,1,216
14008101,Neuerkirch,official-state-portal-2021-tree,1,1,216
14008106,Niederkumbd,official-state-portal-2021-tree,1,1,216
14008113,Ohlweiler,official-state-portal-2021-tree,1,1,216
14008115,Oppertshausen,official-state-portal-2021-tree,1,1,216
14008118,Pleizenhausen,official-state-portal-2021-tree,1,1,216
14008119,Ravengiersburg,official-state-portal-2021-tree,1,1,216
14008121,Rayerschied,official-state-portal-2021-tree,1,1,216
14008123,Reich,official-state-portal-2021-tree,1,1,216
14008125,Rheinböllen,official-state-portal-2021-tree,1,1,216
14008126,Riegenroth,official-state-portal-2021-tree,1,1,216
14008127,Riesweiler,official-state-portal-2021-tree,1,1,216
14008134,Sargenroth,official-state-portal-2021-tree,1,1,216
14008138,Schnorbach,official-state-portal-2021-tree,1,1,216
14008139,Schönborn,official-state-portal-2021-tree,1,1,216
14008144,Simmern (Hunsrück),official-state-portal-2021-tree,1,1,216
14008148,Steinbach,official-state-portal-2021-tree,1,1,216
14008150,Tiefenbach,official-state-portal-2021-tree,1,1,216
14008158,Wahlbach,official-state-portal-2021-tree,1,1,216
14008166,Wüschheim,official-state-portal-2021-tree,1,1,216
14009005,Badenhard,official-state-portal-2021-tree,1,1,216
14009014,Bickenbach,official-state-portal-2021-tree,1,1,216
14009016,Birkheim,official-state-portal-2021-tree,1,1,216
14009025,Damscheid,official-state-portal-2021-tree,1,1,216
14009031,Dörth,official-state-portal-2021-tree,1,1,216
14009036,Emmelshausen,official-state-portal-2021-tree,1,1,216
14009043,Gondershausen,official-state-portal-2021-tree,1,1,216
14009045,Halsenbach,official-state-portal-2021-tree,1,1,216
14009047,Hausbay,official-state-portal-2021-tree,1,1,216
14009060,Hungenroth,official-state-portal-2021-tree,1,1,216
14009063,Karbach,official-state-portal-2021-tree,1,1,216
14009075,Kratzenburg,official-state-portal-2021-tree,1,1,216
14009080,Laudert,official-state-portal-2021-tree,1,1,216
14009084,Leiningen,official-state-portal-2021-tree,1,1,216
14009087,Lingerhahn,official-state-portal-2021-tree,1,1,216
14009089,Maisborn,official-state-portal-2021-tree,1,1,216
14009093,Mermuth,official-state-portal-2021-tree,1,1,216
14009098,Mühlpfad,official-state-portal-2021-tree,1,1,216
14009102,Ney,official-state-portal-2021-tree,1,1,216
14009104,Niederburg,official-state-portal-2021-tree,1,1,216
14009108,Niedert,official-state-portal-2021-tree,1,1,216
14009110,Norath,official-state-portal-2021-tree,1,1,216
14009112,Oberwesel,official-state-portal-2021-tree,1,1,216
14009116,Perscheid,official-state-portal-2021-tree,1,1,216
14009117,Pfalzfeld,official-state-portal-2021-tree,1,1,216
14009133,Sankt Goar,official-state-portal-2021-tree,1,1,216
14009140,Schwall,official-state-portal-2021-tree,1,1,216
14009149,Thörlingen,official-state-portal-2021-tree,1,1,216
14009155,Urbar,official-state-portal-2021-tree,1,1,216
14009156,Utzenhain,official-state-portal-2021-tree,1,1,216
14009161,Wiebelsheim,official-state-portal-2021-tree,1,1,216
14009201,Beulich,official-state-portal-2021-tree,1,1,216
14009205,Morshausen,official-state-portal-2021-tree,1,1,216
14100075,Lahnstein,official-workbook-2021-summary,0,1,108
14103002,Altendiez,official-state-portal-2021-tree,1,1,107
14103005,Aull,official-state-portal-2021-tree,1,1,107
14103014,Birlenbach,official-state-portal-2021-tree,1,1,107
14103021,Charlottenberg,official-state-portal-2021-tree,1,1,107
14103022,Cramberg,official-state-portal-2021-tree,1,1,107
14103029,Diez,official-state-portal-2021-tree,1,1,107
14103030,Dörnberg,official-state-portal-2021-tree,1,1,107
14103038,Eppenrod,official-state-portal-2021-tree,1,1,107
14103045,Geilnau,official-state-portal-2021-tree,1,1,107
14103049,Gückingen,official-state-portal-2021-tree,1,1,107
14103052,Hambach,official-state-portal-2021-tree,1,1,107
14103053,Heistenbach,official-state-portal-2021-tree,1,1,107
14103057,Hirschberg,official-state-portal-2021-tree,1,1,107
14103059,Holzappel,official-state-portal-2021-tree,1,1,107
14103061,Holzheim,official-state-portal-2021-tree,1,1,107
14103062,Horhausen,official-state-portal-2021-tree,1,1,107
14103064,Isselbach,official-state-portal-2021-tree,1,1,107
14103076,Langenscheid,official-state-portal-2021-tree,1,1,107
14103077,Laurenburg,official-state-portal-2021-tree,1,1,107
14103124,Scheidt,official-state-portal-2021-tree,1,1,107
14103130,Steinsberg,official-state-portal-2021-tree,1,1,107
14103133,Wasenbach,official-state-portal-2021-tree,1,1,107
14103503,Balduinstein,official-state-portal-2021-tree,1,1,107
14107009,Berg,official-state-portal-2021-tree,1,1,107
14107012,Bettendorf,official-state-portal-2021-tree,1,1,107
14107015,Bogel,official-state-portal-2021-tree,1,1,107
14107019,Buch,official-state-portal-2021-tree,1,1,107
14107035,Ehr,official-state-portal-2021-tree,1,1,107
14107037,Endlichhofen,official-state-portal-2021-tree,1,1,107
14107040,Eschbach,official-state-portal-2021-tree,1,1,107
14107047,Gemmerich,official-state-portal-2021-tree,1,1,107
14107055,Himmighofen,official-state-portal-2021-tree,1,1,107
14107060,Holzhausen an der Haide,official-state-portal-2021-tree,1,1,107
14107063,Hunzel,official-state-portal-2021-tree,1,1,107
14107067,Kasdorf,official-state-portal-2021-tree,1,1,107
14107070,Kehlbach,official-state-portal-2021-tree,1,1,107
14107078,Lautert,official-state-portal-2021-tree,1,1,107
14107080,Lipporn,official-state-portal-2021-tree,1,1,107
14107084,Marienfels,official-state-portal-2021-tree,1,1,107
14107085,Miehlen,official-state-portal-2021-tree,1,1,107
14107092,Nastätten,official-state-portal-2021-tree,1,1,107
14107094,Niederbachheim,official-state-portal-2021-tree,1,1,107
14107097,Niederwallmenach,official-state-portal-2021-tree,1,1,107
14107100,Oberbachheim,official-state-portal-2021-tree,1,1,107
14107104,Obertiefenbach,official-state-portal-2021-tree,1,1,107
14107105,Oberwallmenach,official-state-portal-2021-tree,1,1,107
14107107,Oelsberg,official-state-portal-2021-tree,1,1,107
14107110,Hainau,official-state-portal-2021-tree,1,1,107
14107116,Rettershain,official-state-portal-2021-tree,1,1,107
14107120,Ruppertshofen,official-state-portal-2021-tree,1,1,107
14107131,Strüth,official-state-portal-2021-tree,1,1,107
14107134,Weidenbach,official-state-portal-2021-tree,1,1,107
14107137,Welterod,official-state-portal-2021-tree,1,1,107
14107140,Winterwerb,official-state-portal-2021-tree,1,1,107
14107502,Diethardt,official-state-portal-2021-tree,1,1,107
14109004,Auel,official-state-portal-2021-tree,1,1,108
14109016,Bornich,official-state-portal-2021-tree,1,1,108
14109023,Dachsenhausen,official-state-portal-2021-tree,1,1,108
14109024,Dahlheim,official-state-portal-2021-tree,1,1,108
14109031,Dörscheid,official-state-portal-2021-tree,1,1,108
14109042,Filsen,official-state-portal-2021-tree,1,1,108
14109066,Kamp-Bornhofen,official-state-portal-2021-tree,1,1,108
14109069,Kaub,official-state-portal-2021-tree,1,1,108
14109072,Kestert,official-state-portal-2021-tree,1,1,108
14109079,Lierschied,official-state-portal-2021-tree,1,1,108
14109083,Lykershausen,official-state-portal-2021-tree,1,1,108
14109099,Nochern,official-state-portal-2021-tree,1,1,108
14109108,Osterspai,official-state-portal-2021-tree,1,1,108
14109109,Patersberg,official-state-portal-2021-tree,1,1,108
14109112,Prath,official-state-portal-2021-tree,1,1,108
14109114,Reichenberg,official-state-portal-2021-tree,1,1,108
14109115,Reitzenhain,official-state-portal-2021-tree,1,1,108
14109121,Sankt Goarshausen,official-state-portal-2021-tree,1,1,108
14109122,Sauerthal,official-state-portal-2021-tree,1,1,108
14109136,Weisel,official-state-portal-2021-tree,1,1,108
14109138,Weyer,official-state-portal-2021-tree,1,1,108
14109501,Braubach,official-state-portal-2021-tree,1,1,108
14110003,Attenhausen,official-state-portal-2021-tree,1,1,107
14110006,Bad Ems,official-state-portal-2021-tree,1,1,108
14110008,Becheln,official-state-portal-2021-tree,1,1,108
14110025,Dausenau,official-state-portal-2021-tree,1,1,108
14110026,Dessighofen,official-state-portal-2021-tree,1,1,107
14110027,Dienethal,official-state-portal-2021-tree,1,1,107
14110033,Dornholzhausen,official-state-portal-2021-tree,1,1,107
14110041,Fachbach,official-state-portal-2021-tree,1,1,108
14110044,Frücht,official-state-portal-2021-tree,1,1,108
14110046,Geisig,official-state-portal-2021-tree,1,1,107
14110058,Hömberg,official-state-portal-2021-tree,1,1,107
14110071,Kemmenau,official-state-portal-2021-tree,1,1,108
14110082,Lollschied,official-state-portal-2021-tree,1,1,107
14110086,Miellen,official-state-portal-2021-tree,1,1,108
14110087,Misselberg,official-state-portal-2021-tree,1,1,107
14110091,Nassau,official-state-portal-2021-tree,1,1,107
14110098,Nievern,official-state-portal-2021-tree,1,1,108
14110103,Obernhof,official-state-portal-2021-tree,1,1,107
14110106,Oberwies,official-state-portal-2021-tree,1,1,107
14110111,Pohl,official-state-portal-2021-tree,1,1,107
14110127,Schweighausen,official-state-portal-2021-tree,1,1,107
14110128,Seelbach,official-state-portal-2021-tree,1,1,107
14110129,Singhofen,official-state-portal-2021-tree,1,1,107
14110132,Sulzbach,official-state-portal-2021-tree,1,1,107
14110135,Weinähr,official-state-portal-2021-tree,1,1,107
14110139,Winden,official-state-portal-2021-tree,1,1,107
14110141,Zimmerschied,official-state-portal-2021-tree,1,1,107
14110201,Arzbach,official-state-portal-2021-tree,1,1,108
14111001,Allendorf,official-state-portal-2021-tree,1,1,107
14111010,Berghausen,official-state-portal-2021-tree,1,1,107
14111011,Berndroth,official-state-portal-2021-tree,1,1,107
14111013,Biebrich,official-state-portal-2021-tree,1,1,107
14111018,Bremberg,official-state-portal-2021-tree,1,1,107
14111020,Burgschwalbach,official-state-portal-2021-tree,1,1,107
14111032,Dörsdorf,official-state-portal-2021-tree,1,1,107
14111034,Ebertshausen,official-state-portal-2021-tree,1,1,107
14111036,Eisighofen,official-state-portal-2021-tree,1,1,107
14111039,Ergeshausen,official-state-portal-2021-tree,1,1,107
14111043,Flacht,official-state-portal-2021-tree,1,1,107
14111050,Gutenacker,official-state-portal-2021-tree,1,1,107
14111051,Hahnstätten,official-state-portal-2021-tree,1,1,107
14111054,Herold,official-state-portal-2021-tree,1,1,107
14111065,Kaltenholzhausen,official-state-portal-2021-tree,1,1,107
14111068,Katzenelnbogen,official-state-portal-2021-tree,1,1,107
14111073,Klingelbach,official-state-portal-2021-tree,1,1,107
14111074,Kördorf,official-state-portal-2021-tree,1,1,107
14111081,Lohrheim,official-state-portal-2021-tree,1,1,107
14111088,Mittelfischbach,official-state-portal-2021-tree,1,1,107
14111089,Mudershausen,official-state-portal-2021-tree,1,1,107
14111093,Netzbach,official-state-portal-2021-tree,1,1,107
14111095,Niederneisen,official-state-portal-2021-tree,1,1,107
14111096,Niedertiefenbach,official-state-portal-2021-tree,1,1,107
14111101,Oberfischbach,official-state-portal-2021-tree,1,1,107
14111102,Oberneisen,official-state-portal-2021-tree,1,1,107
14111113,Reckenroth,official-state-portal-2021-tree,1,1,107
14111117,Rettert,official-state-portal-2021-tree,1,1,107
14111118,Roth,official-state-portal-2021-tree,1,1,107
14111125,Schiesheim,official-state-portal-2021-tree,1,1,107
14111126,Schönborn,official-state-portal-2021-tree,1,1,107
14301206,Bad Marienberg (Westerwald),official-state-portal-2021-tree,1,1,105
14301211,Bölsberg,official-state-portal-2021-tree,1,1,105
14301216,Dreisbach,official-state-portal-2021-tree,1,1,105
14301222,Fehl-Ritzhausen,official-state-portal-2021-tree,1,1,105
14301227,Großseifen,official-state-portal-2021-tree,1,1,105
14301231,Hahn bei Marienberg,official-state-portal-2021-tree,1,1,105
14301234,Hardt,official-state-portal-2021-tree,1,1,105
14301243,Hof,official-state-portal-2021-tree,1,1,105
14301248,Kirburg,official-state-portal-2021-tree,1,1,105
14301253,Langenbach bei Kirburg,official-state-portal-2021-tree,1,1,105
14301255,Lautzenbrücken,official-state-portal-2021-tree,1,1,105
14301264,Mörlen,official-state-portal-2021-tree,1,1,105
